"","TYPE_OF_FILE","COUNTRY","AREA","VESSEL","GEAR","RIGGING","DOORS","YEAR","MONTH","DAY","HAUL_NUMBER","CODEND_CLOSING","PART_OF_THE_CODEND","SHOOTING_TIME","SHOOTING_QUADRANT","SHOOTING_LATITUDE","SHOOTING_LONGITUDE","SHOOTING_DEPTH","HAULING_TIME","HAULING_QUADRANT","HAULING_LATITUDE","HAULING_LONGITUDE","HAULING_DEPTH","HAUL_DURATION","VALIDITY","COURSE","RECORDED_SPECIES","DISTANCE","VERTICAL_OPENING","WING_OPENING","GEOMETRICAL_PRECISION","BRIDLES_LENGTH","WARP_LENGTH","WARP_DIAMETER","HYDROLOGICAL_STATION","OBSERVATIONS","BOTTOM_TEMPERATURE_BEGINNING","BOTTOM_TEMPERATURE_END","MEASURING_SYSTEM","NUMBER_OF_THE_STRATUM","BOTTOM_SALINITY_BEGINNING","BOTTOM_SALINITY_END","Campo43","Site","HlonDD","HlatDD","SlonDD","SlatDD","lon","lat","SWEPT_AREA","aspectEW","aspectNS","bathymetry","chl_ltmax","chl_ltmin","chl_max","chl_mean","chl_min","chl_range","Cur_incid","dfe_ltmax","dfe_ltmin","dfe_max","dfe_mean","dfe_min","dfe_range","Fishing","grain_size","log_grain","no3_ltmax","no3_ltmin","no3_max","no3_mean","no3_min","no3_range","o2_ltmax","o2_ltmin","o2_max","o2_mean","o2_min","o2_range","ph_ltmax","ph_ltmin","ph_max","ph_mean","ph_min","ph_range","phyc_ltmax","phyc_ltmin","phyc_max","phyc_mean","phyc_min","phyc_range","po4_ltmax","po4_ltmin","po4_max","po4_mean","po4_min","po4_range","si_ltmax","si_ltmin","si_max","si_mean","si_min","si_range","slope","so_ltmax","so_ltmin","so_max","so_mean","so_min","so_range","swd_ltmax","swd_ltmin","swd_max","swd_mean","swd_min","swd_range","sws_ltmax","sws_ltmin","sws_max","sws_mean","sws_min","sws_range","thetao_ltmax","thetao_ltmin","thetao_max","thetao_mean","thetao_min","thetao_range"
"680","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,23,57,"S","S",1148,1,3608.38,1312.22,683,1248,1,3606.13,1314.69,660,60,"V","R",3,5556,22,185,"E",150,1900,14,"0",0,0,0,"0.00",13415,NA,NA,NA,"M12D8_4684",13.2448333333333,36.1021666666667,13.2036666666667,36.1396666666667,13.22425,36.1209166666667,0.102786,0.393743515014648,0.919220328330994,-623,0.00533609604462981,0.0052216169424355,0.0058468165807426,0.0052884784527123,0.00490747904404998,0.000939337653107941,-171.18408203125,0.00136363157071173,0.00125606742221862,0.00138545758090913,0.00131439394317567,0.00123154884204268,0.000153908709762618,20.2484798431396,0.0924354866147041,-2.38124442100525,6.12976980209351,6.0088963508606,6.68504905700684,6.0619478225708,5.52043104171753,1.16461861133575,185.723861694336,184.01091003418,192.742568969727,184.923156738281,175.965423583984,16.7771453857422,8.08157825469971,8.08010387420654,8.08812618255615,8.08084869384766,8.07342433929443,0.0147019075229764,0.0152321197092533,0.0149188386276364,0.017198646441102,0.0150995273143053,0.0138484314084053,0.00335021503269672,0.334068804979324,0.322374582290649,0.389219284057617,0.328095495700836,0.272796839475632,0.116422444581985,5.16834592819214,5.01399517059326,5.64914464950562,5.08630180358887,4.69522714614868,0.953917443752289,0.437943905591965,38.9210433959961,38.8337707519531,39.0068016052246,38.8819999694824,38.6449699401855,0.361832439899445,263.155975341797,33.2526893615723,282.787078857422,261.18408203125,25.3479595184326,257.439117431641,0.00762969860807061,0.0185460969805717,0.0220037065446377,0.00522226560860872,0.0498191229999065,0.0278154145926237,13.8718461990356,13.5930662155151,14.0835151672363,13.7310924530029,13.3574285507202,0.72608757019043
"681","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,23,58,"S","S",1418,1,3606.4,1320.85,676,1518,1,3605.75,1324.56,684,60,"V","R",3,5556,22,186,"E",150,2000,14,"0",0,0,0,"0.00",13415,NA,NA,NA,"M12D8_4685",13.4093333333333,36.0958333333333,13.3475,36.1066666666667,13.3784166666667,36.10125,0.1033416,-0.603778481483459,-0.797152161598206,-699,0.00529574509710073,0.00518029043450952,0.00577089842408895,0.00524718780070543,0.00489247869700193,0.000878419610671699,-76.7607269287109,0.0013384351041168,0.00121864234097302,0.00136904779355973,0.00128214072901756,0.0011933984933421,0.000175649227458052,9.23313426971436,0.0924354866147041,-2.38124442100525,6.15319681167603,6.03364658355713,6.69722270965576,6.08518075942993,5.56646108627319,1.13076138496399,185.431106567383,183.77864074707,192.152420043945,184.678512573242,175.899780273438,16.2526435852051,8.08130645751953,8.07988452911377,8.08734703063965,8.0806360244751,8.07337856292725,0.013968488201499,0.0151630826294422,0.0148506397381425,0.0170501340180635,0.0150301204994321,0.0138218039646745,0.0032283291220665,0.335003137588501,0.323961347341537,0.389064908027649,0.329233735799789,0.276014417409897,0.113050512969494,5.25162172317505,5.08476591110229,5.71389436721802,5.16314697265625,4.7719349861145,0.941959321498871,1.20584440231323,38.9126586914062,38.8419494628906,38.9874954223633,38.8788185119629,38.7351112365723,0.252382963895798,255.309219360352,23.5627498626709,301.874359130859,251.217437744141,20.2638912200928,281.610443115234,0.00991702917963266,0.0122925210744143,0.0296707022935152,0.00341340154409409,0.0355654396116734,0.00589473592117429,13.8381109237671,13.5952491760254,14.0448799133301,13.7124795913696,13.4212579727173,0.623622298240662
"682","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,24,59,"S","S",540,1,3540.13,1304.96,263,640,1,3541.76,1301.9,249,60,"V","R",3,5556,22,181,"E",150,1100,14,"0",0,0,0,"0.00",13414,NA,NA,NA,"M11D8_4300",13.0316666666667,35.696,13.0826666666667,35.6688333333333,13.0571666666667,35.6824166666667,0.1005636,0.692836344242096,0.721094906330109,-249,0.0401363633573055,0.0287704598158598,0.0521047152578831,0.0336366668343544,0.0239249784499407,0.0281797368079424,4.294921875,0.00125038984697312,0.00109847681596875,0.00135265535209328,0.00116920936852694,0.00104759202804416,0.000305063294945285,3.61001229286194,0.0924354866147041,-2.38124442100525,4.18579959869385,3.4528660774231,4.35954809188843,3.83135771751404,2.9460883140564,1.41345977783203,208.49479675293,200.750411987305,214.809204101562,204.411422729492,199.28825378418,15.5209522247314,8.11614894866943,8.105299949646,8.12323760986328,8.11053657531738,8.10012340545654,0.0231143850833178,0.103414945304394,0.0749154463410378,0.130302250385284,0.0868197754025459,0.0625648722052574,0.0677373856306076,0.260142266750336,0.222331553697586,0.272835969924927,0.242242276668549,0.196258127689362,0.0765778422355652,2.94317817687988,2.67088580131531,3.15278315544128,2.80631804466248,2.48479461669922,0.667988479137421,1.77946674823761,38.802417755127,38.6846313476562,38.8445625305176,38.7594375610352,38.4790802001953,0.365482449531555,314.721221923828,255.912719726562,359.002349853516,265.705078125,4.06828355789185,354.93408203125,0.0394502989947796,0.033511396497488,0.0777971595525742,0.0219883602112532,0.0563430972397327,0.0214551165699959,14.5932292938232,14.1562852859497,14.9812850952148,14.3798408508301,13.955659866333,1.02562594413757
"683","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,24,60,"S","S",833,1,3533.93,1311.23,440,933,1,3535.72,1314.17,468,60,"V","R",3,5556,22,184,"E",150,1500,14,"0",0,0,0,"0.00",13414,NA,NA,NA,"M11D8_4300",13.2361666666667,35.5953333333333,13.1871666666667,35.5655,13.2116666666667,35.5804166666667,0.1022304,0.912741124629974,-0.408538371324539,-446,0.00775470957159996,0.00724628195166588,0.00841483287513256,0.00751201715320349,0.00676079792901874,0.0016540348296985,27.3350219726562,0.00147463160101324,0.00132459460292011,0.00156086846254766,0.00139830179978162,0.00122366042342037,0.000337207922711968,10.6661748886108,0.0924354866147041,-2.38124442100525,5.16342926025391,4.95058250427246,5.31702089309692,5.05994272232056,4.71942090988159,0.597599804401398,195.787109375,193.338790893555,198.378952026367,194.56477355957,190.658798217773,7.72015142440796,8.09560489654541,8.09287166595459,8.09875679016113,8.09415340423584,8.09121799468994,0.007538802921772,0.020981328561902,0.0195715874433517,0.0221974868327379,0.02025899104774,0.0186757035553455,0.0035217828117311,0.295328736305237,0.281961977481842,0.314955651760101,0.288070738315582,0.260605454444885,0.0543501861393452,4.21812725067139,3.9787220954895,4.60320806503296,4.08564424514771,3.70112061500549,0.902087569236755,1.13144767284393,38.8629913330078,38.7877998352051,38.9197425842285,38.83203125,38.646671295166,0.273071885108948,206.28857421875,75.7284393310547,219.324890136719,152.664978027344,68.3863296508789,150.938552856445,0.0127007178962231,0.0108499387279153,0.0353913307189941,0.00147750647738576,0.0308986362069845,0.00449269684031606,14.0277938842773,13.8425798416138,14.184193611145,13.9376001358032,13.7286853790283,0.455509185791016
"684","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,24,61,"S","S",1045,1,3536.4,1319.59,529,1145,1,3535.71,1323.22,638,60,"V","R",3,5556,22,185,"E",150,1700,14,"0",0,0,0,"0.00",13415,NA,NA,NA,"M11D8_4301",13.387,35.5951666666667,13.3265,35.6066666666667,13.35675,35.6009166666667,0.102786,0.526716232299805,0.850041151046753,-638,0.00536250881850719,0.00524038216099143,0.00586849637329578,0.00530286459252238,0.00494393147528172,0.000924564839806408,-26.9523010253906,0.00171886361204088,0.00155189074575901,0.00175899639725685,0.00164425815455616,0.00152049271855503,0.000238503649597988,8.11766815185547,0.0924354866147041,-2.38124442100525,6.27184963226318,6.12408399581909,6.83728122711182,6.19605779647827,5.61899375915527,1.21828758716583,183.927749633789,181.773300170898,191.340484619141,182.842636108398,173.481704711914,17.8587779998779,8.08010673522949,8.0782470703125,8.08694744110107,8.07919216156006,8.07145595550537,0.015492076985538,0.0153055805712938,0.0149534903466702,0.0172809530049562,0.0151337590068579,0.0139427939429879,0.00333815906196833,0.34855180978775,0.334333002567291,0.406289875507355,0.341564863920212,0.281529575586319,0.124760307371616,5.36455535888672,5.18883943557739,5.89547634124756,5.2845606803894,4.88811206817627,1.007364153862,1.17379951477051,38.9098587036133,38.868350982666,38.9739303588867,38.888355255127,38.795036315918,0.17889204621315,221.314010620117,56.390380859375,237.289886474609,148.064178466797,44.4575271606445,192.83235168457,0.00698016630485654,0.00795290339738131,0.0135539518669248,0.000875180528964847,0.0197721011936665,0.00621892465278506,13.7379884719849,13.5621385574341,13.9436445236206,13.6445636749268,13.4283056259155,0.515339195728302
"685","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,24,62,"S","S",1304,1,3535.87,1320.77,670,1404,1,3534.46,1323,638,60,"V","R",3,5556,22,185,"E",150,1700,14,"0",0,0,0,"0.00",13415,NA,NA,NA,"M11D8_4301",13.3833333333333,35.5743333333333,13.3461666666667,35.5978333333333,13.36475,35.5860833333333,0.102786,0.51807028055191,0.855338037014008,-614,0.00578735815361142,0.00556999677792192,0.00654120929539204,0.00568475062027574,0.00519209681078792,0.0013491123681888,-114.430305480957,0.00147980626206845,0.00131614226847887,0.00153510214295238,0.00139825197402388,0.00126825901679695,0.000266843213466927,32.1258544921875,0.0924354866147041,-2.38124442100525,6.01637315750122,5.86626291275024,6.4599461555481,5.93804216384888,5.43231534957886,1.02763044834137,186.639526367188,184.672576904297,193.191711425781,185.691146850586,178.082748413086,15.1089534759521,8.08365345001221,8.08194160461426,8.08986663818359,8.08283138275146,8.07657051086426,0.0132965771481395,0.0161265674978495,0.0155933825299144,0.0184765327721834,0.015878614038229,0.0145764918997884,0.00390003994107246,0.334625035524368,0.322085201740265,0.382176220417023,0.328236043453217,0.274057507514954,0.10811872780323,5.05103778839111,4.86702728271484,5.50216341018677,4.9633526802063,4.50816488265991,0.993998944759369,1.29015374183655,38.9002227783203,38.8347129821777,38.9678726196289,38.8664436340332,38.7427749633789,0.225097939372063,228.060760498047,66.4930725097656,234.748031616211,114.430305480957,62.8448600769043,171.903182983398,0.0120319928973913,0.00751000642776489,0.0451926961541176,0.00115719635505229,0.0170068424195051,0.0281858500093222,13.9168338775635,13.7015619277954,14.0936765670776,13.7989234924316,13.5598926544189,0.533782958984375
"686","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,24,63,"S","S",1525,1,3531.33,1322.03,500,1610,1,3529.78,1323.71,463,45,"V","R",3,4167,22,184,"E",150,1500,14,"0",0,0,0,"0.00",13414,NA,NA,NA,"M11D8_4301",13.3951666666667,35.4963333333333,13.3671666666667,35.5221666666667,13.3811666666667,35.50925,0.0766728,-0.00829008687287569,0.999965608119965,-482,0.00724539812654257,0.00675602722913027,0.0083251865580678,0.00702003156766295,0.00623856903985143,0.00208661775104702,-99.8074417114258,0.00154899852350354,0.00136554706841707,0.00165454589296132,0.00144974805880338,0.00126686599105597,0.000387679843697697,27.4756832122803,0.0924354866147041,-2.38124442100525,5.44883108139038,5.26339340209961,5.70455932617188,5.34742403030396,5.05290985107422,0.65164989233017,192.434677124023,190.256683349609,196.112548828125,191.454574584961,186.320999145508,9.79154014587402,8.09067153930664,8.08858489990234,8.09359073638916,8.08968639373779,8.08561897277832,0.00797111727297306,0.0195135604590178,0.0183314643800259,0.0220511294901371,0.0189751554280519,0.017235841602087,0.00481528649106622,0.310883730649948,0.297709733247757,0.339895397424698,0.303616046905518,0.265367299318314,0.0745280757546425,4.48516941070557,4.23302698135376,4.94067859649658,4.3483772277832,3.79777431488037,1.1429044008255,1.74050068855286,38.8846893310547,38.8141860961914,38.9501495361328,38.8510284423828,38.7043685913086,0.245780199766159,223.007751464844,71.8121185302734,234.542770385742,99.8074417114258,63.9532585144043,170.58952331543,0.0135248182341456,0.0099187670275569,0.0440471842885017,0.000735406298190355,0.0220031719654799,0.0220440123230219,13.9727115631104,13.7669200897217,14.1307754516602,13.8631839752197,13.6391172409058,0.491658449172974
"687","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,25,64,"S","S",344,1,3527.96,1322.17,383,444,1,3527.37,1318.54,383,60,"V","R",3,5556,22,184,"E",150,1400,14,"0",0,0,0,"0.00",13414,NA,NA,NA,"M10D8_4109",13.309,35.4561666666667,13.3695,35.466,13.33925,35.4610833333333,0.1022304,-0.247046604752541,0.969003617763519,-390,0.00939883384853601,0.00845607370138168,0.0101765021681786,0.00894943624734879,0.00781798176467419,0.0023585211019963,63.23193359375,0.00163366191554815,0.00147975550498813,0.0016918524634093,0.00155702861957252,0.00140682689379901,0.000285025511402637,5.44604587554932,0.0924354866147041,-2.38124442100525,4.8807520866394,4.55239248275757,5.0012059211731,4.73539733886719,4.15105533599854,0.850150406360626,199.869781494141,196.160507202148,204.469863891602,197.809875488281,194.222229003906,10.2476358413696,8.10284996032715,8.09840488433838,8.10889720916748,8.10042476654053,8.09638023376465,0.0125172827392817,0.0256297793239355,0.0225398037582636,0.0280505511909723,0.0240589566528797,0.0211541932076216,0.00689635798335075,0.280363351106644,0.264307230710983,0.293821454048157,0.272783219814301,0.250021517276764,0.0437999404966831,3.94616389274597,3.7533655166626,4.27825260162354,3.85003995895386,3.57269072532654,0.705561935901642,0.691806375980377,38.8477439880371,38.7722511291504,38.8923873901367,38.8189659118652,38.6409149169922,0.251472741365433,235.909301757812,72.3739395141602,240.320739746094,126.8828125,70.8042984008789,169.51643371582,0.0105672124773264,0.00848242547363043,0.0255581606179476,0.000911991461180151,0.0162399262189865,0.00931823346763849,14.0837030410767,13.8837585449219,14.2534894943237,13.9928007125854,13.7630167007446,0.490472972393036
"688","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,25,65,"S","S",820,1,3551.31,1324.12,711,920,1,3551.73,1320.38,682,60,"V","R",3,5556,22,186,"E",150,2000,14,"0",0,0,0,"0.00",13415,NA,NA,NA,"M11D8_4493",13.3396666666667,35.8621666666667,13.402,35.8551666666667,13.3708333333333,35.8586666666667,0.1033416,0.98339319229126,0.181487664580345,-603,0.00533692445605993,0.00521824928000569,0.00583640858530998,0.00528154894709587,0.00492369802668691,0.000912710616830736,-174.235260009766,0.00162532937247306,0.00146684632636607,0.0016622724942863,0.0015556396683678,0.00143948849290609,0.000222784088691697,0.818065762519836,0.0924354866147041,-2.38124442100525,6.25102949142456,6.11128711700439,6.82111835479736,6.17670154571533,5.60612440109253,1.21499383449554,184.189239501953,182.168350219727,191.556655883789,183.205093383789,173.832397460938,17.7242603302002,8.08025550842285,8.07851314544678,8.0870304107666,8.07941341400146,8.07167339324951,0.0153573723509908,0.0152575252577662,0.0149147417396307,0.0172116365283728,0.015095604583621,0.0138964131474495,0.0033152240794152,0.345720082521439,0.332302659749985,0.403431236743927,0.338958501815796,0.279937237501144,0.123494006693363,5.34209537506104,5.17327260971069,5.87177658081055,5.26230049133301,4.86847925186157,1.0032970905304,1.95204317569733,38.9073638916016,38.8531341552734,38.9704666137695,38.8810157775879,38.7746200561523,0.195848360657692,228.387954711914,32.8915519714355,246.55436706543,223.20361328125,31.1965656280518,215.357803344727,0.01224853284657,0.020811615511775,0.0235210843384266,0.00273179798386991,0.0392842590808868,0.0157631728798151,13.805591583252,13.6036930084229,14.0074348449707,13.6947202682495,13.4522151947021,0.555219948291779
"689","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,25,66,"S","S",1055,1,3553.32,1315.19,490,1155,1,3552.76,1311.54,500,60,"V","R",3,5556,22,185,"E",150,1600,14,"0",0,0,0,"0.00",13414,NA,NA,NA,"M11D8_4492",13.1923333333333,35.8793333333333,13.2531666666667,35.8886666666667,13.22275,35.884,0.102786,-0.500822842121124,-0.865549802780151,-454,0.00706254737451673,0.006574054248631,0.00795151852071285,0.00683306623250246,0.00610647350549698,0.00184504524804652,1.8621826171875,0.00124293332919478,0.00111784425098449,0.00132358889095485,0.00117729906924069,0.00106733839493245,0.000256250496022403,1.2944164276123,0.0924354866147041,-2.38124442100525,5.39550304412842,5.22925090789795,5.60670042037964,5.30842161178589,5.04880285263062,0.557897567749023,193.090209960938,191.108703613281,196.700927734375,192.166717529297,187.558975219727,9.1419506072998,8.0912618637085,8.08931159973145,8.09459781646729,8.09027481079102,8.08697891235352,0.00761923147365451,0.0190869998186827,0.0178479049354792,0.0211800970137119,0.0185031462460756,0.0169082246720791,0.00427187420427799,0.30563697218895,0.293540090322495,0.334879666566849,0.29910671710968,0.260325253009796,0.0745544508099556,4.3974814414978,4.17484712600708,4.79147577285767,4.27824544906616,3.82808804512024,0.96338814496994,7.10855960845947,38.8879623413086,38.8013648986816,38.9539756774902,38.8477020263672,38.6187896728516,0.335185199975967,242.926788330078,26.3058586120605,299.569885253906,241.692337036133,24.2109756469727,275.358917236328,0.0243735704571009,0.0287469774484634,0.0460493229329586,0.00813999492675066,0.0633098408579826,0.0172605253756046,14.0074596405029,13.7930707931519,14.1799774169922,13.8962430953979,13.5687980651855,0.611180186271667
"690","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,25,67,"S","S",1515,1,3557.87,1323,663,1615,1,3600.85,1322.87,636,60,"V","R",3,5556,22,185,"E",150,1800,14,"0",0,0,0,"0.00",13415,NA,NA,NA,"M11D8_4493",13.3811666666667,36.0141666666667,13.3833333333333,35.9645,13.38225,35.9893333333333,0.102786,0.946205735206604,-0.323565632104874,-639,0.00531554035842419,0.00519950082525611,0.0058115366846323,0.00526367593556643,0.00490802899003029,0.00090350751997903,-137.910995483398,0.00153424963355064,0.00138287816662341,0.00156773929484189,0.00146854273043573,0.00135898089502007,0.000208758472581394,0.58100825548172,0.0924354866147041,-2.38124442100525,6.2297043800354,6.09727334976196,6.80139255523682,6.15654182434082,5.59337902069092,1.20801377296448,184.451522827148,182.559112548828,191.742904663086,183.567199707031,174.220352172852,17.5225601196289,8.08044338226318,8.07881259918213,8.08711624145508,8.07967185974121,8.07197093963623,0.015145244076848,0.0152152813971043,0.0148803647607565,0.0171543788164854,0.0150618860498071,0.0138596137985587,0.00329476362094283,0.342977255582809,0.330357134342194,0.400442183017731,0.336416691541672,0.278681516647339,0.121760681271553,5.32053852081299,5.1577582359314,5.84414577484131,5.24049854278564,4.84786987304688,0.996275663375854,0.437837958335876,38.8969612121582,38.8185958862305,38.9727783203125,38.8619422912598,38.6631240844727,0.30965268611908,236.42724609375,15.2042875289917,309.058532714844,227.910995483398,10.8303136825562,298.228210449219,0.0154526364058256,0.0142022799700499,0.0320977903902531,0.00508059142157435,0.027737719938159,0.00436028512194753,13.9070501327515,13.6942911148071,14.0943098068237,13.7984657287598,13.4952163696289,0.599093377590179
"691","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,26,68,"S","S",347,1,3706.92,1258.24,337,447,1,3709.87,1257.25,271,60,"V","R",3,5556,22,182,"E",150,1200,14,"0",0,0,0,"0.00",13414,NA,NA,NA,"M14D7_5451",12.9541666666667,37.1645,12.9706666666667,37.1153333333333,12.9624166666667,37.1399166666667,0.1011192,0.993529558181763,-0.113574042916298,-341,0.00985698122531176,0.00879237335175276,0.0111741563305259,0.00927717052400112,0.00775950076058507,0.00341465510427952,172.852981567383,0.00137534039095044,0.00120340823195875,0.00144860194995999,0.00127820065245032,0.00114807859063148,0.000300523388432339,36.8972587585449,0.0924354866147041,-2.38124442100525,4.59877729415894,4.32006549835205,4.80328845977783,4.45474195480347,3.99143743515015,0.811851322650909,200.790496826172,196.957290649414,204.857467651367,199.013153076172,194.380813598633,10.4766731262207,8.10659694671631,8.10261058807373,8.11279773712158,8.10469532012939,8.09949779510498,0.0133002484217286,0.0268734376877546,0.0238632801920176,0.0293831527233124,0.0251773837953806,0.0219985656440258,0.00738458754494786,0.293406993150711,0.270407676696777,0.315892577171326,0.280132502317429,0.255086600780487,0.0608059652149677,3.88382291793823,3.62013554573059,4.09009408950806,3.75341749191284,3.34162664413452,0.748467624187469,0.715031325817108,38.8022041320801,38.7470474243164,38.8455467224121,38.7768249511719,38.6591033935547,0.186442852020264,247.832107543945,72.0304107666016,260.969055175781,243.365798950195,65.0464096069336,195.922653198242,0.00521236658096313,0.00660294480621815,0.0142682045698166,0.000511747668497264,0.0115144746378064,0.00275372946634889,14.3114881515503,14.1528806686401,14.5951890945435,14.2246923446655,13.9736614227295,0.621526598930359
"692","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,26,69,"S","S",640,1,3702.05,1249.27,386,740,1,3659.4,1247.77,387,60,"V","R",3,5556,22,184,"E",150,1400,14,"0",0,0,0,"0.00",13414,NA,NA,NA,"M14D7_5451",12.7961666666667,36.99,12.8211666666667,37.0341666666667,12.8086666666667,37.0120833333333,0.1022304,-0.960124492645264,0.279572874307632,-378,0.00876128766685724,0.00802269671112299,0.00975218042731285,0.00838569086045027,0.00705333659425378,0.00269884360022843,102.537628173828,0.00142825790680945,0.0012744830455631,0.00149524677544832,0.00134039658587426,0.00122112024109811,0.000274126592557877,74.5529251098633,0.0924354866147041,-2.38124442100525,4.74501085281372,4.49135589599609,4.9126296043396,4.63209342956543,4.14597225189209,0.766656994819641,199.449096679688,196.082168579102,203.428085327148,197.663940429688,193.613098144531,9.8149881362915,8.10333347320557,8.09950351715088,8.10945606231689,8.10116004943848,8.09718132019043,0.0122754387557507,0.0240940786898136,0.0218009706586599,0.0255981255322695,0.0228223334997892,0.0200404804199934,0.0055576441809535,0.294566988945007,0.274305939674377,0.311702072620392,0.283913642168045,0.259561151266098,0.0521409437060356,4.07175445556641,3.78208875656128,4.3319845199585,3.92735052108765,3.55865859985352,0.773326098918915,0.750683069229126,38.8077354431152,38.7420883178711,38.847412109375,38.7786750793457,38.6233825683594,0.224028155207634,246.060485839844,70.7800827026367,271.661285400391,225.575286865234,47.2289924621582,224.432281494141,0.00805595703423023,0.0153862778097391,0.0286533143371344,0.00382285448722541,0.0309002865105867,0.00224722782149911,14.2930755615234,14.1270036697388,14.5633144378662,14.2104063034058,13.9176769256592,0.64563775062561
"693","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,26,70,"S","S",849,1,3700.92,1246.3,371,949,1,3703.81,1247.27,396,60,"V","R",3,5556,22,183,"E",150,1300,14,"0",0,0,0,"0.00",13414,NA,NA,NA,"M14D7_5451",12.7878333333333,37.0635,12.7716666666667,37.0153333333333,12.77975,37.0394166666667,0.1016748,0.99675726890564,0.0804672464728355,-381,0.0100589860230684,0.00896913930773735,0.0111306179314852,0.00946739315986633,0.00797190237790346,0.00315871508792043,-47.7958526611328,0.00127611763309687,0.00113356311339885,0.00133016030304134,0.00119333842303604,0.00108336238190532,0.000246797862928361,84.7214508056641,0.0924354866147041,-2.38124442100525,4.48130226135254,4.18739557266235,4.6669807434082,4.34423971176147,3.83863544464111,0.8283451795578,202.865356445312,199.013519287109,207.210754394531,200.907958984375,196.622604370117,10.5881586074829,8.10803508758545,8.10370826721191,8.11447334289551,8.1057300567627,8.10063457489014,0.0138380350545049,0.0278879962861538,0.0244108531624079,0.0301875453442335,0.0258668474853039,0.0225724074989557,0.00761513784527779,0.279988795518875,0.258045524358749,0.298282980918884,0.267773449420929,0.24301141500473,0.0552715845406055,3.79127240180969,3.5473256111145,3.99498391151428,3.67389392852783,3.2846531867981,0.710330784320831,0.534144878387451,38.8157615661621,38.738037109375,38.856632232666,38.7824325561523,38.5739860534668,0.282645732164383,254.246246337891,73.7365798950195,284.126068115234,227.795852661133,40.7728691101074,243.35319519043,0.013246756978333,0.0264182668179274,0.0548811443150043,0.00852748099714518,0.0523697808384895,0.00251140142790973,14.2772102355957,14.0893392562866,14.5218114852905,14.1918039321899,13.8399963378906,0.681815445423126
"694","TA","ITA",16,"SAN","GOC73","GC73","WHS8",2008,5,29,71,"S","S",656,1,3732.93,1250.6,33,726,1,3732.17,1252.22,35,30,"V","R",3,2732,22,152,"E",100,300,14,"0",0,0,0,"0.00",13411,NA,NA,NA,"M15D7_5835",12.8703333333333,37.5361666666667,12.8433333333333,37.5488333333333,12.8568333333333,37.5425,0.0415264,-0.280910968780518,-0.959733843803406,-40,0.718829989433289,0.137064799666405,0.931036412715912,0.397400468587875,0.0812675356864929,0.849768877029419,104.973991394043,0.00233888486400247,0.0013649488100782,0.00291285663843155,0.00176900997757912,0.00127823580987751,0.00163462082855403,16.9734649658203,0.386289179325104,-0.951169013977051,1.75331318378448,0.00566725246608257,2.72913813591003,0.695434868335724,1.99520254682284e-05,2.72911810874939,246.221725463867,223.317459106445,250.107803344727,237.008544921875,209.463912963867,40.6438980102539,8.13103866577148,8.10042476654053,8.13821411132812,8.11909675598145,8.08809852600098,0.0501157753169537,2.47360873222351,0.916432321071625,3.38700747489929,1.52705430984497,0.751527905464172,2.63547945022583,0.161758840084076,0.017421517521143,0.238386496901512,0.0745147541165352,0.00259577669203281,0.235790714621544,2.09591507911682,1.58778989315033,2.36192321777344,1.81257247924805,1.5231511592865,0.838772058486938,0.124359533190727,38.0812377929688,37.5712394714355,38.282096862793,37.8094749450684,37.0848960876465,1.19720268249512,236.067276000977,74.2541656494141,239.646224975586,75.026008605957,65.6660003662109,173.980224609375,0.06125158816576,0.0269485600292683,0.089066743850708,0.00931560527533293,0.0471070893108845,0.0419596470892429,16.6918277740479,14.4481420516968,17.6497650146484,15.4069366455078,13.8177862167358,3.83198022842407
